  -1.00000000         3.84615399E-02     3.84615399E-02
 -0.990000010         3.92118394E-02    -42.4702492    
 -0.980000019         3.99840064E-02    -58.2381287    
 -0.970000029         4.07788754E-02    -58.5447731    
 -0.960000038         4.15973365E-02    -50.8652039    
 -0.950000048         4.24403138E-02    -39.9519386    
 -0.940000057         4.33087870E-02    -28.6627865    
 -0.930000067         4.42037731E-02    -18.5541553    
 -0.920000076         4.51263450E-02    -10.3346577    
 -0.910000086         4.60776351E-02    -4.17929840    
 -0.900000095         4.70588133E-02     4.70188744E-02
 -0.890000105         4.80711311E-02     2.63772988    
 -0.880000114         4.91159037E-02     3.94508743    
 -0.870000124         5.01944907E-02     4.31825447    
 -0.860000134         5.13083488E-02     4.06912804    
 -0.850000143         5.24590015E-02     3.45499778    
 -0.840000153         5.36480471E-02     2.67436528    
 -0.830000162         5.48771881E-02     1.86993968    
 -0.820000172         5.61482087E-02     1.13530374    
 -0.810000181         5.74629828E-02    0.524050176    
 -0.800000191         5.88235036E-02     5.88305108E-02
 -0.790000200         6.02318607E-02   -0.259784967    
 -0.780000210         6.16902821E-02   -0.445865184    
 -0.770000219         6.32010996E-02   -0.521801412    
 -0.760000229         6.47668019E-02   -0.513550699    
 -0.750000238         6.63900003E-02   -0.447048396    
 -0.740000248         6.80734739E-02   -0.345880151    
 -0.730000257         6.98201656E-02   -0.229845777    
 -0.720000267         7.16331899E-02   -0.114349738    
 -0.710000277         7.35158473E-02    -1.03178034E-02
 -0.700000286         7.54716471E-02     7.54694492E-02
 -0.690000296         7.75042921E-02    0.139792010    
 -0.680000305         7.96177685E-02    0.182281449    
 -0.670000315         8.18162560E-02    0.204673722    
 -0.660000324         8.41042101E-02    0.210091829    
 -0.650000334         8.64864066E-02    0.202422976    
 -0.640000343         8.89678821E-02    0.185776144    
 -0.630000353         9.15540382E-02    0.164082706    
 -0.620000362         9.42506120E-02    0.140805379    
 -0.610000372         9.70637128E-02    0.118752681    
 -0.600000381         9.99998823E-02    0.100000568    
 -0.590000391        0.103066094         8.58832672E-02
 -0.580000401        0.106269784         7.70500228E-02
 -0.570000410        0.109618932         7.35612735E-02
 -0.560000420        0.113122024         7.50106946E-02
 -0.550000429        0.116788149         8.06595758E-02
 -0.540000439        0.120627098         8.95633698E-02
 -0.530000448        0.124649227        0.100695796    
 -0.520000458        0.128865778        0.113047697    
 -0.510000467        0.133288696        0.125710011    
 -0.500000477        0.137930810        0.137930438    
 -0.490000486        0.142805889        0.149148107    
 -0.480000496        0.147928745        0.159007192    
 -0.470000505        0.153315172        0.167352840    
 -0.460000515        0.158982217        0.174212039    
 -0.450000525        0.164948136        0.179762200    
 -0.440000534        0.171232522        0.184297979    
 -0.430000544        0.177856460        0.188187167    
 -0.420000553        0.184842482        0.191835329    
 -0.410000563        0.192214862        0.195647880    
 -0.400000572        0.199999541        0.199999765    
 -0.390000582        0.208224401        0.205211207    
 -0.380000591        0.216919214        0.211531669    
 -0.370000601        0.226115882        0.219130829    
 -0.360000610        0.235848427        0.228097841    
 -0.350000620        0.246153176        0.238445193    
 -0.340000629        0.257068694        0.250121862    
 -0.330000639        0.268635899        0.263025403    
 -0.320000648        0.280898064        0.277020812    
 -0.310000658        0.293900669        0.291958421    
 -0.300000668        0.307691365        0.307691187    
 -0.290000677        0.322319686        0.324091226    
 -0.280000687        0.337836742        0.341062397    
 -0.270000696        0.354294658        0.358550191    
 -0.260000706        0.371745944        0.376546741    
 -0.250000715        0.390242517        0.395091653    
 -0.240000710        0.409834623        0.414268643    
 -0.230000705        0.430568993        0.434197515    
 -0.220000699        0.452487111        0.455024332    
 -0.210000694        0.475622594        0.476906538    
 -0.200000688        0.499998271        0.499998182    
 -0.190000683        0.525622368        0.524433911    
 -0.180000678        0.552484334        0.550311744    
 -0.170000672        0.580549598        0.577680051    
 -0.160000667        0.609754086        0.606523335    
 -0.150000662        0.639997959        0.636753261    
 -0.140000656        0.671138823        0.668201149    
 -0.130000651        0.702985644        0.700616956    
 -0.120000653        0.735291958        0.733669341    
 -0.110000655        0.767752230        0.766953349    
 -0.100000657        0.799997866        0.799997807    
  -9.00006592E-02    0.831598759        0.832280040    
  -8.00006613E-02    0.862066925        0.863241673    
  -7.00006634E-02    0.890866756        0.892307878    
  -6.00006655E-02    0.917429566        0.918906748    
  -5.00006676E-02    0.941174984        0.942488492    
  -4.00006697E-02    0.961537182        0.962549508    
  -3.00006699E-02    0.977994144        0.978646934    
  -2.00006701E-02    0.990098298        0.990416765    
  -1.00006703E-02    0.997505963        0.997589767    
  -6.70552254E-07     1.00000000         1.00000000    
   9.99932922E-03    0.997506559        0.997590601    
   1.99993290E-02    0.990099728        0.990418315    
   2.99993288E-02    0.977996111        0.978649080    
   3.99993286E-02    0.961539686        0.962552428    
   4.99993265E-02    0.941177964        0.942491829    
   5.99993244E-02    0.917432845        0.918909967    
   6.99993223E-02    0.890870452        0.892311692    
   7.99993202E-02    0.862071037        0.863245666    
   8.99993181E-02    0.831602991        0.832283854    
   9.99993160E-02    0.800002217        0.800002337    
  0.109999314        0.767756581        0.766958117    
  0.119999312        0.735296369        0.733674467    
  0.129999310        0.702989936        0.700621426    
  0.139999315        0.671143055        0.668205738    
